Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Education,Family_Income,Stress_Level (1-10)
S2167,Noor,Williams,student1167@univ.edu,Male,19,Business,43.51,89.55,92.4,98.47,59.31,12.8,47.99,66.7533,D,9.4,Yes,Yes,Master's,Low,3
S2168,John,Brown,student1168@univ.edu,Male,23,Mathematics,62.33,40.44,85.48,53.31,52.83,69.0,81.37,63.7383,D,25.5,No,Yes,Bachelor's,Low,5
S2169,Jessica,Miller,student1169@univ.edu,Male,18,Mathematics,80.02,58.57,97.29,96.18,57.21,27.7,97.13,72.3467,C,2.8,No,Yes,None,Medium,10
S2170,Robert,Garcia,student1170@univ.edu,Male,20,Business,35.47,69.76,57.91,57.21,64.48,26.5,93.4,61.5433,D,20.1,Yes,Yes,None,Low,2
S2171,Jennifer,Clark,student1171@univ.edu,Male,18,Engineering,51.38,71.55,45.95,69.07,52.51,1.2,72.77,52.175,F,14.6,Yes,Yes,Bachelor's,Low,1
S2172,Hassan,Taylor,student1172@univ.edu,Male,24,Mathematics,80.5,44.2,61.62,70.46,77.19,3.1,60.34,52.8183,F,15.3,No,Yes,High School,Low,8
S2173,John,Johnson,student1173@univ.edu,Female,18,CS,85.9,52.97,67.69,59.48,88.93,65.4,50.3,64.1283,D,4.6,Yes,No,High School,High,9
S2174,Emily,Brown,student1174@univ.edu,Female,25,Engineering,42.99,41.5,89.42,65.81,96.1,77.3,84.61,75.79,C,24.2,No,Yes,Bachelor's,High,2
S2175,Emily,Williams,student1175@univ.edu,Female,22,Business,47.14,43.23,98.7,91.25,87.98,29.3,87.19,72.9417,C,27.3,Yes,No,Bachelor's,Low,7
S2176,Maria,Johnson,student1176@univ.edu,Female,20,Engineering,93.8,56.19,44.94,97.72,95.69,66.4,41.02,66.9933,D,9.6,No,No,Bachelor's,Medium,10
S2177,Maria,Garcia,student1177@univ.edu,Male,24,Business,52.11,53.48,47.83,70.45,82.58,60.3,58.01,62.1083,D,17.6,Yes,No,Master's,High,6
S2178,Fatima,Lee,student1178@univ.edu,Female,19,Mathematics,32.59,46.35,74.5,55.52,97.75,53.7,95.33,70.525,C,4.5,No,No,Master's,High,10
S2179,Layla,Lee,student1179@univ.edu,Female,22,Mathematics,68.92,87.47,94.5,75.68,71.07,21.4,62.76,68.8133,D,3.6,Yes,No,Master's,Medium,5
S2180,Maria,Martin,student1180@univ.edu,Male,25,CS,98.37,46.57,41.95,64.58,92.32,13.1,66.23,54.125,F,3.2,No,Yes,None,High,3
S2181,Rayan,Garcia,student1181@univ.edu,Female,21,Business,67.82,70.59,56.23,97.23,51.95,15.8,53.44,57.54,F,29.0,No,No,Master's,Medium,3
S2182,Sara,Williams,student1182@univ.edu,Male,19,Engineering,43.95,83.61,81.18,87.13,93.31,35.9,59.73,73.4767,C,26.6,Yes,Yes,High School,Low,1
S2183,Jennifer,Martin,student1183@univ.edu,Female,21,Business,82.06,99.64,67.21,79.69,80.61,0.3,71.27,66.4533,D,23.5,Yes,Yes,Master's,Low,7
S2184,Layla,Williams,student1184@univ.edu,Male,19,Mathematics,69.74,84.48,49.14,61.75,84.28,20.2,67.4,61.2083,D,25.3,No,Yes,None,Low,9
S2185,Layla,Taylor,student1185@univ.edu,Female,19,Mathematics,63.6,55.48,54.7,52.53,96.07,81.6,98.35,73.1217,C,16.4,Yes,Yes,None,Low,2
S2186,Amira,Miller,student1186@univ.edu,Female,19,CS,66.64,45.11,45.55,80.21,82.29,69.4,59.78,63.7233,D,6.0,No,Yes,High School,Low,5
S2187,Layla,Williams,student1187@univ.edu,Male,23,Engineering,52.68,54.35,64.77,51.5,66.08,94.3,76.43,67.905,D,9.0,No,No,None,Medium,3
S2188,Noor,Davis,student1188@univ.edu,Male,18,Engineering,48.69,78.64,40.96,56.96,88.5,91.0,81.32,72.8967,C,6.3,Yes,Yes,None,High,5
S2189,Maria,Johnson,student1189@univ.edu,Female,20,CS,67.16,70.05,44.2,63.1,66.24,13.6,53.64,51.805,F,27.6,Yes,No,Master's,Low,4
S2190,Jessica,White,student1190@univ.edu,Male,18,Business,36.1,77.19,99.55,78.0,56.97,70.1,46.43,71.3733,C,5.3,No,Yes,Bachelor's,High,6
S2191,Jessica,Thompson,student1191@univ.edu,Male,22,Mathematics,38.01,41.9,67.88,58.64,52.77,42.6,41.41,50.8667,F,4.4,Yes,Yes,None,Low,1
S2192,Emma,Jones,student1192@univ.edu,Male,20,Mathematics,34.81,45.37,41.76,95.22,97.33,71.5,40.69,65.3117,D,22.6,No,No,Bachelor's,High,5
S2193,David,Thomas,student1193@univ.edu,Male,22,Engineering,92.57,98.71,65.14,60.94,81.7,38.3,97.98,73.795,C,5.0,Yes,No,Bachelor's,Low,6
S2194,Emily,Garcia,student1194@univ.edu,Female,25,Engineering,48.16,60.98,97.67,54.15,99.96,53.5,49.79,69.3417,D,10.9,Yes,Yes,None,High,3
S2195,Michael,White,student1195@univ.edu,Male,24,Mathematics,79.25,63.25,61.06,84.94,70.01,15.3,47.8,57.06,F,29.5,No,No,None,High,5
S2196,Layla,Clark,student1196@univ.edu,Female,25,Mathematics,88.09,79.74,74.69,81.96,68.08,3.6,98.5,67.7617,D,5.0,No,No,Master's,Low,3
S2197,John,Taylor,student1197@univ.edu,Female,21,Business,33.76,83.56,92.72,87.7,77.38,94.7,49.05,80.8517,B,11.4,No,No,Master's,Low,6
S2198,James,Thompson,student1198@univ.edu,Male,18,Mathematics,76.19,56.58,56.98,90.92,88.32,10.1,82.62,64.2533,D,15.8,Yes,Yes,Bachelor's,Medium,4
S2199,Maria,Jackson,student1199@univ.edu,Male,22,Engineering,53.62,75.21,57.25,93.72,75.13,17.9,43.89,60.5167,D,16.5,No,Yes,None,Medium,5
S2200,Karim,Williams,student1200@univ.edu,Female,19,CS,99.51,50.9,49.66,93.91,65.55,65.7,56.74,63.7433,D,24.5,Yes,Yes,High School,Low,7
S2201,Liam,Moore,student1201@univ.edu,Female,18,Engineering,64.77,46.03,83.8,93.61,69.25,98.7,52.16,73.925,C,3.7,Yes,Yes,None,High,10
S2202,Hassan,Clark,student1202@univ.edu,Male,19,CS,86.53,41.95,40.79,64.89,96.84,81.3,54.44,63.3683,D,23.0,No,Yes,None,High,9
S2203,Robert,Davis,student1203@univ.edu,Male,24,Engineering,83.24,96.39,81.02,80.84,87.56,5.1,70.44,70.225,C,4.8,No,No,Master's,Medium,1
S2204,Zeina,Smith,student1204@univ.edu,Male,21,Mathematics,53.85,60.26,49.94,55.97,73.63,16.6,71.71,54.685,F,26.3,No,Yes,None,Low,8
S2205,Hassan,Davis,student1205@univ.edu,Male,25,CS,96.18,46.35,41.65,84.51,55.55,61.6,98.56,64.7033,D,6.3,Yes,No,Master's,Medium,8
S2206,Karim,Smith,student1206@univ.edu,Male,25,Business,88.63,42.42,92.7,77.98,55.3,90.3,50.92,68.27,D,10.0,Yes,No,Master's,Medium,9
S2207,Liam,Williams,student1207@univ.edu,Male,22,Business,43.59,86.08,52.8,69.76,59.31,97.0,47.29,68.7067,D,18.4,No,No,Master's,Medium,5
S2208,Michael,Harris,student1208@univ.edu,Male,24,Mathematics,77.76,61.39,66.22,84.5,62.3,85.0,94.86,75.7117,C,12.2,Yes,Yes,Master's,Low,2
S2209,Rayan,Jackson,student1209@univ.edu,Female,20,Mathematics,35.09,68.82,40.58,59.88,52.32,94.1,88.8,67.4167,D,16.6,No,Yes,Master's,Low,2
S2210,Hassan,Lee,student1210@univ.edu,Male,20,Business,67.93,57.57,43.96,51.18,65.07,10.7,65.51,48.9983,F,24.7,Yes,Yes,Master's,Low,1
S2211,Sara,Smith,student1211@univ.edu,Female,19,Mathematics,63.34,61.88,88.45,77.5,69.41,29.1,82.77,68.185,D,8.9,No,Yes,Master's,High,2
S2212,Emma,Williams,student1212@univ.edu,Female,18,CS,91.63,56.57,69.92,62.98,99.68,49.1,89.22,71.245,C,18.4,No,Yes,Master's,Medium,4
S2213,Jennifer,Taylor,student1213@univ.edu,Female,19,Engineering,68.22,44.58,66.94,74.63,90.36,13.4,75.54,60.9083,D,23.4,No,Yes,Master's,Medium,5
S2214,Sara,Thomas,student1214@univ.edu,Male,25,Engineering,45.9,63.0,49.21,89.34,71.76,73.8,99.45,74.4267,C,23.6,No,No,None,Low,1
S2215,Jessica,Brown,student1215@univ.edu,Female,19,CS,62.25,43.67,70.0,56.13,69.21,26.4,79.14,57.425,F,16.9,Yes,No,High School,Low,2
S2216,Emily,Taylor,student1216@univ.edu,Female,21,CS,84.34,93.32,57.79,53.64,65.09,84.7,82.34,72.8133,C,20.8,No,Yes,Bachelor's,High,3
S2217,Sarah,Wilson,student1217@univ.edu,Female,24,Engineering,92.55,51.16,70.97,65.01,52.28,41.7,55.04,56.0267,F,2.3,No,Yes,Bachelor's,Medium,2
S2218,Rayan,Garcia,student1218@univ.edu,Female,21,Mathematics,63.31,81.5,61.49,56.27,94.66,43.1,70.24,67.8767,D,15.3,Yes,No,High School,Medium,9
S2219,Lisa,Thomas,student1219@univ.edu,Male,20,CS,78.57,86.81,86.65,62.99,67.34,2.5,71.49,62.9633,D,25.4,Yes,No,Bachelor's,High,7
S2220,Amira,Brown,student1220@univ.edu,Female,25,Mathematics,96.61,86.59,58.86,84.09,86.89,41.1,43.47,66.8333,D,15.3,No,No,Master's,Medium,5
S2221,Ali,Jackson,student1221@univ.edu,Male,18,Engineering,88.18,71.62,48.83,59.05,60.5,40.2,90.24,61.74,D,14.8,Yes,Yes,High School,High,3
S2222,Ali,Johnson,student1222@univ.edu,Female,19,CS,83.31,90.15,89.81,82.56,74.5,60.7,98.12,82.64,B,5.0,Yes,Yes,Master's,Low,10
S2223,Jennifer,Anderson,student1223@univ.edu,Male,22,Business,88.6,64.25,73.21,51.62,58.79,10.4,65.49,53.96,F,18.2,Yes,Yes,Bachelor's,Low,3
S2224,Amira,Jackson,student1224@univ.edu,Male,19,Business,42.91,63.85,69.73,53.87,71.12,2.5,44.29,50.8933,F,15.0,Yes,Yes,High School,Medium,4
S2225,William,Davis,student1225@univ.edu,Female,18,CS,50.38,51.9,51.08,91.76,59.18,91.7,62.6,68.0367,D,8.3,Yes,No,Bachelor's,High,5
S2226,Layla,White,student1226@univ.edu,Female,21,CS,67.8,97.47,41.95,69.88,96.48,26.0,49.38,63.5267,D,11.8,No,Yes,Bachelor's,High,10
S2227,John,Johnson,student1227@univ.edu,Female,20,Mathematics,42.61,91.67,49.6,78.63,91.11,22.2,79.13,68.7233,D,10.4,No,Yes,Bachelor's,Medium,7
S2228,William,Thomas,student1228@univ.edu,Female,20,Mathematics,90.41,73.18,58.22,98.86,79.41,26.5,84.94,70.185,C,18.4,Yes,No,High School,High,9
S2229,Robert,Moore,student1229@univ.edu,Male,24,Mathematics,99.56,85.21,90.79,51.09,52.23,1.0,82.89,60.535,D,4.9,Yes,Yes,Bachelor's,Low,2
S2230,Jessica,Moore,student1230@univ.edu,Male,18,Business,48.13,74.35,42.08,61.26,94.94,34.8,51.55,59.83,F,7.8,Yes,Yes,Bachelor's,Medium,2
S2231,Liam,Johnson,student1231@univ.edu,Female,23,Business,89.75,43.56,77.09,86.47,99.47,28.4,87.77,70.46,C,21.1,Yes,Yes,None,High,9
S2232,Rayan,Lee,student1232@univ.edu,Female,21,Engineering,82.85,54.74,92.51,64.73,62.31,91.9,75.53,73.62,C,5.7,Yes,No,Bachelor's,Low,3
S2233,Rayan,Wilson,student1233@univ.edu,Female,19,Engineering,91.58,43.45,86.8,87.57,69.64,90.8,76.7,75.8267,C,19.2,Yes,Yes,Bachelor's,Low,8
S2234,Michael,Garcia,student1234@univ.edu,Male,25,Mathematics,51.63,62.3,49.6,95.32,69.2,59.5,92.02,71.3233,C,19.9,Yes,No,Master's,High,2
S2235,Fatima,Johnson,student1235@univ.edu,Male,24,Mathematics,35.32,53.74,68.9,61.61,70.04,94.4,91.3,73.3317,C,9.7,No,Yes,None,Medium,7
S2236,Ahmed,Johnson,student1236@univ.edu,Male,24,CS,61.4,85.99,41.59,78.55,57.92,74.2,71.98,68.3717,D,9.5,Yes,No,High School,Low,3
S2237,Noor,Smith,student1237@univ.edu,Male,23,Engineering,90.2,61.28,59.07,63.55,85.99,14.0,74.91,59.8,F,4.9,Yes,Yes,None,Medium,10
S2238,William,Johnson,student1238@univ.edu,Female,25,Engineering,56.21,84.47,91.6,57.67,54.67,54.5,82.49,70.9,C,9.1,No,Yes,Bachelor's,High,1
S2239,David,Lee,student1239@univ.edu,Female,25,CS,60.2,78.04,89.77,59.91,60.45,23.4,50.21,60.2967,D,18.5,No,No,High School,Medium,10
S2240,Liam,Jones,student1240@univ.edu,Female,25,Business,97.2,56.5,93.01,66.68,75.17,78.4,84.11,75.645,C,16.9,Yes,No,None,High,8
S2241,Sara,Thomas,student1241@univ.edu,Male,18,Business,57.85,47.52,75.07,58.41,65.26,21.7,86.81,59.1283,F,26.5,No,Yes,None,Low,9
S2242,Ali,Jones,student1242@univ.edu,Male,23,CS,82.85,72.0,61.16,89.79,96.69,40.6,85.42,74.2767,C,29.7,No,Yes,None,Low,10
S2243,Karim,Wilson,student1243@univ.edu,Male,18,CS,89.58,50.17,49.75,96.1,54.36,57.0,50.5,59.6467,F,2.3,Yes,No,None,Low,8
S2244,Liam,Johnson,student1244@univ.edu,Female,24,CS,48.36,89.86,60.56,91.96,98.14,36.1,51.65,71.3783,C,3.9,No,Yes,High School,High,4
S2245,Hassan,Brown,student1245@univ.edu,Male,19,Engineering,47.19,85.78,72.32,58.88,58.02,83.6,45.62,67.37,D,28.6,Yes,No,High School,High,1
S2246,Robert,Williams,student1246@univ.edu,Male,25,Mathematics,76.14,59.22,56.86,55.54,84.25,41.8,90.43,64.6833,D,15.3,No,Yes,None,Medium,4
S2247,Noor,Martin,student1247@univ.edu,Female,18,CS,70.07,53.7,50.41,63.57,54.51,82.6,79.54,64.055,D,26.0,Yes,Yes,Bachelor's,Medium,2
S2248,Maria,Clark,student1248@univ.edu,Female,22,CS,97.55,57.98,96.32,85.77,69.45,27.6,89.03,71.025,C,5.3,Yes,No,Bachelor's,Medium,8
S2249,Yusuf,Thomas,student1249@univ.edu,Female,25,Mathematics,92.6,85.12,65.32,84.63,89.5,60.4,50.8,72.6283,C,29.3,No,No,High School,Medium,6
S2250,Sarah,Smith,student1250@univ.edu,Female,18,CS,88.51,69.66,76.93,59.44,64.99,18.3,92.93,63.7083,D,10.0,Yes,No,Master's,Medium,5
S2251,Emma,Harris,student1251@univ.edu,Male,21,Business,54.17,86.85,87.77,75.05,69.44,25.6,74.22,69.8217,D,29.9,Yes,No,Master's,High,6
S2252,Amira,Miller,student1252@univ.edu,Female,20,Mathematics,69.16,42.49,81.29,58.65,75.79,73.4,55.97,64.5983,D,20.3,Yes,No,Bachelor's,High,6
S2253,Zeina,Taylor,student1253@univ.edu,Female,22,Engineering,36.4,83.57,54.07,89.01,80.17,83.5,41.95,72.045,C,23.9,No,Yes,Master's,High,7
S2254,Liam,Moore,student1254@univ.edu,Female,24,CS,50.55,67.34,97.37,76.13,63.79,45.7,63.77,69.0167,D,12.5,No,No,None,Medium,7
S2255,William,Johnson,student1255@univ.edu,Female,21,Mathematics,68.74,88.55,97.88,53.36,82.96,88.2,45.23,76.03,C,12.4,Yes,Yes,Bachelor's,Medium,8
S2256,Noor,Jones,student1256@univ.edu,Male,18,Business,53.42,81.85,78.99,91.88,69.25,29.0,54.17,67.5233,D,13.5,No,Yes,Master's,Low,4
S2257,Noor,Miller,student1257@univ.edu,Female,22,Mathematics,71.45,54.74,41.62,74.15,72.0,21.1,89.05,58.7767,F,15.2,Yes,Yes,Bachelor's,High,3
S2258,Robert,Jackson,student1258@univ.edu,Female,22,CS,73.0,86.27,67.13,82.35,71.55,21.8,85.6,69.1167,D,20.9,Yes,No,None,Low,10
S2259,Robert,Garcia,student1259@univ.edu,Female,20,Mathematics,99.12,41.44,90.63,89.94,81.88,84.8,90.63,79.8867,C,19.8,Yes,Yes,High School,High,8
S2260,Liam,Wilson,student1260@univ.edu,Female,19,Mathematics,77.8,66.57,64.43,60.3,91.95,76.3,64.13,70.6133,C,6.6,Yes,No,Bachelor's,High,10
S2261,Ali,Martin,student1261@univ.edu,Male,20,Mathematics,38.4,49.24,82.15,98.29,88.47,77.3,54.0,74.9083,C,4.5,Yes,No,Master's,High,5
S2262,Ali,Thomas,student1262@univ.edu,Female,20,CS,44.44,81.73,72.13,97.68,61.72,88.4,80.47,80.355,B,8.6,No,No,High School,Low,5
S2263,Jessica,Thompson,student1263@univ.edu,Female,25,CS,99.57,75.93,43.81,67.0,76.93,19.0,62.07,57.4567,F,29.9,Yes,No,Bachelor's,High,9
S2264,Amira,Wilson,student1264@univ.edu,Male,18,Engineering,84.8,81.62,89.32,53.77,86.23,11.2,68.29,65.0717,D,26.1,Yes,No,None,High,5
S2265,Yusuf,Miller,student1265@univ.edu,Male,23,CS,37.21,79.03,55.16,88.62,96.05,65.8,94.08,79.79,C,20.3,Yes,No,High School,Low,8
S2266,Karim,Davis,student1266@univ.edu,Male,25,CS,95.58,98.64,64.74,64.92,72.31,4.8,41.87,57.88,F,19.6,Yes,Yes,None,Low,7
S2267,Sara,Martin,student1267@univ.edu,Male,24,Engineering,75.59,86.22,89.98,92.12,66.31,94.7,79.63,84.8267,B,2.5,Yes,No,Bachelor's,High,8
S2268,Zeina,Wilson,student1268@univ.edu,Male,19,Mathematics,67.79,65.38,75.54,55.62,79.99,89.4,91.51,76.24,C,6.8,No,No,None,Low,1
S2269,Jennifer,Davis,student1269@univ.edu,Male,18,Engineering,73.74,67.38,78.14,90.22,99.71,42.1,80.35,76.3167,C,26.7,No,No,Bachelor's,Medium,10
S2270,Michael,Jones,student1270@univ.edu,Female,23,Mathematics,93.0,44.87,40.66,87.32,90.53,93.0,48.56,67.49,D,6.5,No,Yes,None,High,1
S2271,Fatima,Brown,student1271@univ.edu,Male,21,Mathematics,55.5,40.54,73.08,63.31,72.57,82.3,95.61,71.235,C,3.6,No,No,High School,Low,5
S2272,John,Thomas,student1272@univ.edu,Female,20,Business,32.94,61.29,81.9,71.25,75.06,7.9,71.97,61.5617,D,14.3,No,No,High School,Low,7
S2273,Rayan,Wilson,student1273@univ.edu,Male,19,Business,91.2,74.2,99.88,62.44,68.47,93.9,64.0,77.1483,C,6.3,Yes,Yes,Bachelor's,Medium,1
S2274,Michael,Thomas,student1274@univ.edu,Female,24,Business,70.97,47.76,74.89,78.35,74.23,91.1,93.25,76.5967,C,27.3,Yes,Yes,Master's,Low,10
S2275,Lisa,Thomas,student1275@univ.edu,Male,20,Mathematics,69.46,47.73,63.03,69.91,98.32,94.9,74.15,74.6733,C,13.4,Yes,No,None,High,10
S2276,Hassan,Johnson,student1276@univ.edu,Male,21,Business,82.6,84.09,91.91,69.99,75.74,71.0,67.06,76.6317,C,7.2,No,Yes,Master's,Low,4
S2277,James,Martin,student1277@univ.edu,Male,18,Business,92.66,88.79,45.74,60.01,76.39,19.0,85.87,62.6333,D,4.4,Yes,No,High School,Low,1
S2278,Emma,Moore,student1278@univ.edu,Female,18,Mathematics,95.1,48.81,77.02,87.35,53.37,79.2,84.47,71.7033,C,20.5,Yes,No,High School,Low,5
S2279,Ahmed,Williams,student1279@univ.edu,Male,25,Business,40.66,78.13,72.61,56.62,79.57,54.0,78.67,69.9333,D,25.3,No,No,Bachelor's,High,3
S2280,David,Williams,student1280@univ.edu,Female,20,CS,66.3,54.01,89.9,51.55,96.62,99.3,65.69,76.1783,C,28.4,Yes,No,None,Low,10
S2281,Rayan,Lee,student1281@univ.edu,Male,23,Mathematics,67.38,92.76,45.11,82.94,62.3,93.5,66.91,73.92,C,13.4,Yes,No,Master's,Medium,3
S2282,Karim,Moore,student1282@univ.edu,Male,22,Engineering,85.68,58.44,55.46,85.54,65.9,96.4,79.4,73.5233,C,15.5,No,No,High School,Low,1
S2283,Emily,Harris,student1283@univ.edu,Female,21,Engineering,35.13,99.43,60.98,61.29,54.31,57.6,79.79,68.9,D,29.0,Yes,No,High School,High,4
S2284,Lisa,Harris,student1284@univ.edu,Male,21,Mathematics,32.82,57.9,51.03,64.7,99.82,27.5,66.91,61.31,D,17.4,Yes,No,None,Medium,1
S2285,William,Lee,student1285@univ.edu,Female,20,Engineering,52.06,43.94,98.12,50.26,91.85,41.4,44.57,61.69,D,23.2,Yes,No,High School,High,9
S2286,Karim,Anderson,student1286@univ.edu,Male,25,Engineering,97.27,49.99,72.29,67.36,63.4,38.4,98.3,64.9567,D,3.0,Yes,No,High School,Medium,6
S2287,Jennifer,Brown,student1287@univ.edu,Male,23,Mathematics,48.24,83.1,77.15,83.45,62.44,66.6,95.31,78.0083,C,3.3,No,No,High School,Low,5
S2288,Maria,Thompson,student1288@univ.edu,Male,18,Business,52.33,58.71,72.37,99.24,99.72,24.9,95.39,75.055,C,21.9,Yes,Yes,High School,High,1
S2289,Yusuf,Garcia,student1289@univ.edu,Female,24,Engineering,83.7,84.3,42.39,75.69,95.77,54.4,63.96,69.4183,D,28.6,Yes,No,High School,Low,7
S2290,Sarah,Jones,student1290@univ.edu,Female,19,Mathematics,49.77,66.24,76.02,93.35,86.12,34.3,65.05,70.18,C,7.6,Yes,No,Master's,Medium,1
S2291,Lisa,Martin,student1291@univ.edu,Male,24,Mathematics,32.98,83.19,76.31,74.15,98.44,59.7,42.46,72.375,C,21.0,Yes,Yes,Master's,Low,2
S2292,Emma,Garcia,student1292@univ.edu,Male,24,Mathematics,37.02,60.12,56.54,66.93,52.35,16.3,63.96,52.7,F,7.2,Yes,Yes,None,Low,5
S2293,William,Jones,student1293@univ.edu,Male,18,Business,45.81,94.3,80.69,73.8,97.6,36.3,56.71,73.2333,C,15.4,Yes,Yes,Bachelor's,Low,8
S2294,Karim,Brown,student1294@univ.edu,Female,24,CS,87.6,74.34,83.75,78.83,71.06,79.3,88.23,79.2517,C,29.9,Yes,No,Bachelor's,Low,6
S2295,Noor,Thompson,student1295@univ.edu,Female,18,Business,46.25,40.82,84.94,53.68,76.73,1.6,62.44,53.3683,F,24.8,No,Yes,Bachelor's,Medium,9
S2296,Michael,Davis,student1296@univ.edu,Female,18,Mathematics,46.56,63.77,54.32,91.46,68.55,12.9,71.85,60.475,D,19.9,No,No,High School,High,9
S2297,Fatima,Smith,student1297@univ.edu,Male,21,CS,71.47,99.31,43.52,87.04,81.95,14.3,48.12,62.3733,D,19.0,No,Yes,Bachelor's,Medium,6
S2298,Fatima,White,student1298@univ.edu,Female,21,CS,70.21,89.46,98.15,52.08,81.16,53.3,42.58,69.455,D,26.2,No,No,None,Medium,6
S2299,James,Wilson,student1299@univ.edu,Male,18,Business,50.01,73.41,76.3,84.67,96.29,22.5,45.43,66.4333,D,17.6,Yes,No,Master's,High,6
S2300,Lisa,Garcia,student1300@univ.edu,Female,22,Business,57.87,64.37,92.02,79.86,84.29,14.9,69.6,67.5067,D,15.9,No,No,None,Low,4
S2301,Layla,Jackson,student1301@univ.edu,Male,24,Engineering,51.67,65.38,66.86,64.82,93.18,15.4,65.3,61.8233,D,27.8,Yes,Yes,Bachelor's,Medium,2
S2302,Jessica,Martin,student1302@univ.edu,Female,18,CS,56.21,51.94,40.26,72.06,83.97,63.5,45.41,59.5233,F,15.9,Yes,No,None,Low,6
S2303,Lisa,White,student1303@univ.edu,Male,23,Engineering,42.55,58.13,52.55,79.54,65.38,56.7,43.4,59.2833,F,12.5,No,No,Bachelor's,Low,6
S2304,Noor,White,student1304@univ.edu,Male,23,Mathematics,38.62,96.01,44.8,82.15,76.24,57.6,63.87,70.1117,C,29.0,No,No,Bachelor's,Medium,6
S2305,Michael,Smith,student1305@univ.edu,Male,21,Business,79.94,69.69,77.63,77.98,69.8,95.5,62.46,75.51,C,15.1,Yes,Yes,None,Medium,2
S2306,Jennifer,Wilson,student1306@univ.edu,Male,18,CS,69.46,49.84,76.21,71.62,62.09,19.0,89.04,61.3,D,21.3,No,Yes,Bachelor's,Low,10
S2307,Michael,Moore,student1307@univ.edu,Female,18,Engineering,90.8,95.29,59.33,88.15,90.77,93.5,93.75,86.7983,B,14.9,Yes,No,Bachelor's,Medium,8
S2308,John,Clark,student1308@univ.edu,Male,21,Business,75.62,42.8,54.3,59.12,78.76,25.1,99.49,59.9283,F,3.8,Yes,Yes,Bachelor's,High,5
S2309,David,Johnson,student1309@univ.edu,Male,22,Mathematics,76.19,76.28,71.52,94.47,50.45,67.3,59.88,69.9833,D,11.0,Yes,No,Master's,High,6
S2310,Sara,Thomas,student1310@univ.edu,Male,25,Business,60.55,81.38,77.34,60.09,97.97,12.4,40.23,61.5683,D,25.3,No,Yes,Bachelor's,High,3
S2311,Ali,Jackson,student1311@univ.edu,Male,20,Mathematics,61.46,68.01,52.23,53.77,94.34,50.6,97.61,69.4267,D,28.7,No,No,None,Low,8
S2312,Maria,Garcia,student1312@univ.edu,Female,18,Engineering,56.49,42.07,76.86,58.47,75.17,30.4,77.81,60.13,D,4.4,Yes,No,Master's,High,1
S2313,Sara,Harris,student1313@univ.edu,Female,18,Mathematics,63.13,85.52,70.38,71.4,71.01,37.1,95.56,71.8283,C,25.6,No,Yes,High School,Low,4
S2314,Noor,Thomas,student1314@univ.edu,Male,23,Mathematics,91.81,87.73,96.75,86.45,64.14,44.8,58.9,73.1283,C,15.6,Yes,Yes,Bachelor's,High,10
S2315,Yusuf,Harris,student1315@univ.edu,Female,19,Business,71.91,82.36,65.63,79.46,81.01,31.5,58.81,66.4617,D,26.3,Yes,Yes,None,Medium,5
S2316,Omar,Johnson,student1316@univ.edu,Male,21,Business,92.52,46.09,46.05,85.93,79.29,93.5,72.02,70.48,C,20.2,Yes,No,Master's,High,6
S2317,John,Wilson,student1317@univ.edu,Male,18,CS,42.77,67.03,84.48,99.39,93.78,13.7,51.59,68.3283,D,18.6,No,No,Master's,Low,3
S2318,Sarah,Thomas,student1318@univ.edu,Female,25,CS,89.31,86.46,71.58,95.45,56.44,45.0,78.58,72.2517,C,20.2,Yes,No,Master's,Low,7
S2319,Lisa,Davis,student1319@univ.edu,Female,19,Engineering,78.85,55.33,78.55,70.04,73.38,98.0,75.97,75.2117,C,29.2,No,No,High School,High,6
S2320,Lisa,Jackson,student1320@univ.edu,Female,22,Mathematics,43.5,80.7,54.49,50.19,81.04,91.8,49.25,67.9117,D,13.1,Yes,Yes,High School,High,3
S2321,Robert,Brown,student1321@univ.edu,Female,24,Engineering,30.52,65.12,61.38,65.93,72.48,50.7,97.06,68.7783,D,11.3,No,No,Master's,Medium,8
S2322,Jessica,Smith,student1322@univ.edu,Male,22,Mathematics,60.17,40.34,43.14,76.19,66.88,78.7,64.9,61.6917,D,16.9,Yes,No,High School,Medium,2
S2323,Robert,Thomas,student1323@univ.edu,Female,22,Business,37.46,50.51,55.4,65.13,53.44,51.2,76.7,58.73,F,28.1,Yes,Yes,Bachelor's,Low,9
S2324,Robert,Lee,student1324@univ.edu,Female,18,Engineering,88.55,89.23,92.04,86.51,72.63,95.8,64.49,83.45,B,3.3,No,No,Bachelor's,Low,9
S2325,Zeina,Jackson,student1325@univ.edu,Male,20,CS,85.81,59.97,42.91,80.57,76.73,3.0,76.52,56.6167,F,26.4,Yes,Yes,Master's,High,10
S2326,Maria,Thompson,student1326@univ.edu,Female,19,Mathematics,71.75,92.08,95.16,94.77,93.88,13.5,56.36,74.2917,C,29.7,No,Yes,Bachelor's,Medium,7
S2327,Hassan,Wilson,student1327@univ.edu,Male,22,Business,94.01,67.84,61.24,88.5,87.59,49.2,99.27,75.6067,C,29.3,Yes,No,None,High,4
